time,temperature,humidity,windspeed
2020-01-15 20:00:00,10.9,64.0,15.8
2020-01-15 21:00:00,11.8,62.0,9.7
2020-01-15 23:00:00,11.9,65.0,15.5
2020-01-16 06:00:00,7.7,91.0,4.7
2020-01-16 07:00:00,7.0,93.0,5.0
2020-01-17 14:00:00,7.1,77.0,10.4
2020-01-17 15:00:00,7.4,77.0,9.7
2020-01-17 16:00:00,7.6,77.0,7.6
2020-01-17 18:00:00,7.1,84.0,10.8
2020-01-17 19:00:00,7.2,85.0,7.2
2020-01-17 20:00:00,5.7,90.0,4.7
2020-01-17 22:00:00,7.4,86.0,13.7
2020-01-18 00:00:00,5.7,83.0,14.0
2020-01-18 02:00:00,5.8,79.0,14.8
2020-01-18 03:00:00,4.2,85.0,13.0
2020-01-18 04:00:00,4.1,84.0,11.5
2020-01-18 05:00:00,4.2,85.0,16.2
2020-01-18 09:00:00,2.7,89.0,12.2
2020-01-18 22:00:00,2.9,83.0,10.8
2020-01-19 01:00:00,2.2,87.0,6.8
2020-01-19 02:00:00,1.2,92.0,7.9
2020-01-19 03:00:00,2.7,83.0,9.4
2020-01-19 05:00:00,2.3,86.0,6.5
2020-01-19 08:00:00,0.2,93.0,8.3
2020-01-19 18:00:00,4.4,76.0,10.1
2020-01-19 21:00:00,3.9,83.0,12.6
2020-01-19 22:00:00,4.7,76.0,10.4
2020-01-19 23:00:00,3.3,84.0,6.8
2020-01-20 00:00:00,2.3,89.0,3.2
2020-01-22 16:00:00,-2.6,95.0,4.0
2020-01-22 17:00:00,-2.0,94.0,5.0
2020-01-22 18:00:00,-1.9,93.0,6.1
2020-01-22 19:00:00,-1.7,93.0,5.0
2020-01-23 02:00:00,-0.4,92.0,3.2
2020-01-23 07:00:00,0.9,91.0,11.5
2020-01-23 08:00:00,1.2,88.0,9.7
2020-01-23 09:00:00,1.5,87.0,10.4
2020-01-23 10:00:00,1.7,86.0,12.2
2020-01-23 11:00:00,2.2,79.0,16.9
2020-01-23 13:00:00,3.5,73.0,13.0
2020-01-23 20:00:00,1.5,80.0,12.6
2020-01-23 21:00:00,1.1,82.0,9.4
2020-01-23 22:00:00,1.0,83.0,10.4
2020-01-23 23:00:00,0.9,84.0,6.1
2020-01-24 00:00:00,0.9,83.0,3.2
2020-01-24 01:00:00,0.7,84.0,4.7
2020-01-24 02:00:00,0.4,84.0,7.9
2020-01-24 04:00:00,0.4,85.0,3.6
2020-01-24 05:00:00,0.5,86.0,5.4
2020-01-24 07:00:00,0.4,85.0,7.6
2020-01-24 08:00:00,0.3,82.0,9.7
2020-01-24 11:00:00,0.4,83.0,10.8
2020-01-24 12:00:00,0.6,83.0,9.4
2020-01-24 13:00:00,0.6,82.0,9.0
2020-01-24 14:00:00,0.9,82.0,6.1
2020-01-24 16:00:00,0.7,86.0,7.6
2020-01-24 17:00:00,0.5,88.0,7.2
2020-01-24 18:00:00,0.5,89.0,5.0
2020-01-24 20:00:00,0.4,89.0,4.3
2020-01-24 21:00:00,0.3,90.0,4.0
2020-01-24 22:00:00,0.3,92.0,3.2
2020-01-24 23:00:00,0.3,93.0,4.3
2020-01-25 00:00:00,0.3,93.0,4.3
2020-01-25 04:00:00,0.0,98.0,5.0
2020-01-25 05:00:00,0.1,95.0,4.0
2020-01-25 06:00:00,0.1,93.0,4.0
2020-01-25 07:00:00,0.2,95.0,5.0
2020-01-25 14:00:00,1.1,95.0,3.2
2020-01-25 15:00:00,1.4,94.0,2.5
2020-01-25 16:00:00,1.5,93.0,3.2
2020-01-25 17:00:00,1.3,95.0,3.2
2020-01-25 19:00:00,1.2,95.0,4.0
2020-01-25 23:00:00,1.3,99.0,4.0
2020-01-02 16:00:00,0.2,98.0,4.7
2020-01-02 18:00:00,0.4,97.0,2.9
2020-01-02 20:00:00,0.4,98.0,3.2
2020-01-04 09:00:00,3.5,82.0,14.4
2020-01-04 10:00:00,3.5,83.0,10.8
2020-01-04 11:00:00,5.2,73.0,14.4
2020-01-05 14:00:00,5.6,93.0,5.8
2020-01-05 19:00:00,5.0,95.0,6.5
2020-01-05 23:00:00,4.8,94.0,8.3
2020-01-08 05:00:00,3.4,90.0,11.9
2020-01-08 15:00:00,5.1,96.0,13.7
2020-01-08 17:00:00,5.7,96.0,13.3
2020-01-10 07:00:00,7.5,89.0,9.7
2020-01-11 18:00:00,3.2,83.0,7.6
2020-01-12 11:00:00,3.0,83.0,16.6
2020-01-12 13:00:00,4.1,81.0,17.6
2020-01-12 16:00:00,5.3,74.0,18.7
2020-01-12 20:00:00,4.6,84.0,19.4
2020-01-12 21:00:00,4.6,85.0,16.2
2020-01-12 22:00:00,4.7,85.0,18.7
2020-01-12 23:00:00,5.0,85.0,22.0
2020-01-13 03:00:00,5.1,89.0,14.0
2020-01-13 05:00:00,4.8,90.0,15.1
2020-01-13 06:00:00,4.8,89.0,14.0
2020-01-13 07:00:00,4.4,90.0,13.0
2020-01-13 21:00:00,5.9,87.0,7.9
2020-01-13 22:00:00,5.8,87.0,5.0
2020-01-14 03:00:00,6.7,83.0,10.8
2020-01-14 11:00:00,7.6,65.0,17.6
2020-01-14 13:00:00,9.0,61.0,19.4
2020-01-14 15:00:00,10.1,56.0,16.6
2020-01-14 16:00:00,9.2,61.0,17.6
2020-01-14 17:00:00,9.2,61.0,21.6
2020-01-14 19:00:00,10.2,58.0,23.0
2020-01-15 02:00:00,9.3,65.0,12.2
2020-01-15 03:00:00,9.5,64.0,15.8
2020-01-15 05:00:00,8.1,70.0,5.8
2020-01-24 09:00:00,0.3,82.0,9.4
2020-01-24 10:00:00,0.4,83.0,8.6
2020-01-24 15:00:00,0.9,85.0,6.5
2020-01-25 08:00:00,0.0,95.0,5.4
2020-01-25 13:00:00,0.9,96.0,4.0
2020-01-02 19:00:00,0.4,97.0,2.5
2020-01-03 06:00:00,2.7,95.0,7.2
2020-01-03 08:00:00,3.9,91.0,9.7
2020-01-03 11:00:00,5.7,85.0,14.8
